building_id,research_record_id,canonical_name,year_started,year_completed,completion_precision,year_demolished,demolition_precision,demolition_cause,status,address_historical,address_modern,latitude,longitude,building_type,original_use,architect_or_builder,owner_or_developer,structural_system,stories,fire_fate_1871,notes,confidence,needs_review
CHI-CHI1870-008,CHI1870_008,Lincoln School,1870,1870,exact,,,,unknown,Lincoln Street between Belden and Fullerton avenues,,,,school,public school,,Chicago Board of Education,brick,3,survived,Erected September 1870; 82 by 76 feet with a 60 by 52 foot wing. Andreas says the Great Fire left Newberry and Lincoln as the only public-school structures in the North Division.,high,false
CHI-CHI1870-001,CHI1870_001,Michigan Avenue Hotel,1870,1870,exact,,,,demolished,Southwest corner Michigan Avenue and Congress Street,,,,hotel,hotel,,J. F. Pierson; J. B. Shepard,,4,survived,Opened September 1870 with about 79 rooms. Andreas states it escaped the conflagration and was the only building of considerable size on the South Side to do so; it served as a boundary landmark.,high,false
CHI-CHI1870-022,CHI1870_022,North-Western Manufacturing Company four-story works addition,1870,1870,exact,,,,demolished,Desplaines Street adjoining the Jefferson Street works,,,,industrial building,metalworks and manufacturing,,North-Western Manufacturing Company; Richard T. Crane,masonry,4,uncertain,A four-story building was erected in 1870 and a four-story wing added in 1871. No direct fire-fate statement was found in the cited company history.,medium,true
CHI-CHI1870-030,CHI1870_030,Oakland Methodist Episcopal Church,1870,1870,exact,,,,demolished,Corner Langley Avenue and Thirty-ninth Street,,,,church,Methodist worship,,Oakland Methodist Episcopal Church,,,survived,Andreas reports work commenced February 25 1870 and dedication August 6 1870 at a cost of $12000. The same passage confusingly says the lot was purchased in spring 1871; chronology needs conference-record checking.,medium,true
CHI-CHI1870-002,CHI1870_002,Palmer House I,1869,1870,exact,1871,exact,Great Chicago Fire,destroyed,Northwest corner State and Quincy streets,,,,hotel,hotel,,Potter Palmer,stone-fronted masonry,8,destroyed,Completed and opened September 26 1870. The hotel had 225 rooms; Andreas gives $200000 building cost and $100000 furnishing cost.,high,false
CHI-CHI1870-036,CHI1870_036,Raber House,1870,1870,exact,,,,extant,State Street / South Plank Road country estate,5760 S. Lafayette Ave.,,,residence,country estate residence,Thomas W. Wing,John Raber,Italianate brick with wooden cupola,,survived,Official landmark record calls it a rare surviving pre-Fire residence and notes major 1894 alterations. The original grounds comprised about six acres.,high,false
CHI-CHI1870-033,CHI1870_033,St. Ignatius College,1869,1870,approximate,,,,altered,Twelfth Street near May Street,,,,college,Jesuit education,,Society of Jesus,masonry,,survived,Building began in 1869 and classes were organized in September 1870. This row uses the start of occupancy as approximate completion; additional building-contract research is needed.,medium,true
CHI-B1860-059,B1860_059,St. Michael's Catholic Church,1869,1870,exact,,,,extant/altered,Southeast corner Hurlbut and Linden Streets,1633 N. Cleveland Avenue near Eugenie Street,,,church,Roman Catholic worship,,Redemptorist Fathers / St. Michael parish,brick; 200 by 80 feet,,survived,Erected in 1869-70; walls remained substantially intact in the fire although steeple and bells burned. Included because construction began in decade.,high,true
CHI-CHI1870-041,CHI1870_041,Swedish Club of Chicago building,1870,1870,exact,,,,extant,1258 North LaSalle Street,1258 N. LaSalle St.,,,clubhouse,residence then Swedish social club,Unknown,,Italianate masonry,,survived,The official register index confirms the property identity and address; the 1870 construction date currently rests on a secondary summary and requires nomination-level verification.,low,true
CHI-CHI1870-020,CHI1870_020,West Side Masonic Temple,1869,1870,exact,,,,demolished,Southwest corner Halsted and Randolph streets,,,,fraternal building,Masonic halls,,West Chicago Benevolent Association,masonry,,survived,Cornerstone laid October 12 1869; completed summer 1870; dedicated December 22 1870. Andreas records that Washington Chapter met there at the fire and suffered no loss.,high,false
CHI-CHI1870-037,CHI1870_037,Wheeler-Kohn House,1870,1870,exact,,,,extant,Calumet Avenue near Twenty-first Street,2018 S. Calumet Ave.,,,residence,urban mansion,Otis L. Wheelock,Calvin Wheeler,Second Empire masonry residence,,survived,Official landmark record identifies it as a pre-Fire survivor; remodeled circa 1885 for Joseph Kohn.,high,false
CHI-CHI1870-017,CHI1870_017,Adams Street water-main tunnel,1870,1871,range,,,,unknown,Under the Chicago River at Adams Street,,,,utility infrastructure,water-main tunnel,,City of Chicago,subterranean,,no-destruction-reported,Completed and placed in use during 1870-71. Andreas separately enumerates water-system damage but does not list this tunnel as destroyed.,medium,true
CHI-CHI1870-018,CHI1870_018,Archer Avenue water-main tunnel,1870,1871,range,,,,unknown,Under the South Fork of the South Branch at Archer Avenue,,,,utility infrastructure,water-main tunnel,,City of Chicago,subterranean,,no-destruction-reported,Completed and placed in use during 1870-71 for the main serving the southwestern city. No destruction is reported in Andreas's detailed water-system loss account.,medium,true
CHI-CHI1870-004,CHI1870_004,Bigelow House,1870,1871,exact,1871,exact,Great Chicago Fire,destroyed,Southwest corner Dearborn and Adams streets; Quincy Street rear,,,,hotel,hotel,,Captain George A. Bigelow,Athens stone fronts; pressed-brick rear; mansard roof,4,destroyed,Destroyed on its intended opening day October 9 1871. Ben H. Skinner had leased and furnished it. Footprint 178 by 110 feet; middle tower 115 feet; $225000 building and $200000 furnishings.,high,false
CHI-CHI1870-016,CHI1870_016,Chicago Avenue water-main tunnel,1870,1871,range,,,,unknown,Under the Chicago River at Chicago Avenue,,,,utility infrastructure,water-main tunnel,,City of Chicago,subterranean,,no-destruction-reported,Completed and placed in use during 1870-71. Andreas separately enumerates water-system damage but does not list this tunnel as destroyed.,medium,true
CHI-CHI1870-023,CHI1870_023,Church of the Immaculate Conception 1871 alteration,1871,1871,exact,1871,exact,Great Chicago Fire,destroyed,Corner Franklin and Schiller streets,,,,church,Roman Catholic worship,,Church of the Immaculate Conception,masonry,,destroyed,Lifecycle record for extensive improvements and a new steeple costing about $3000. Andreas says the paint was not dry when the entire parish property was destroyed.,high,false
CHI-CHI1870-015,CHI1870_015,Division Street water-main tunnel,1870,1871,range,,,,unknown,Under the canal and river at Division Street,,,,utility infrastructure,water-main tunnel,,City of Chicago,subterranean,,no-destruction-reported,Completed and placed in use during 1870-71. Andreas separately enumerates water-system damage but does not list this tunnel as destroyed.,medium,true
CHI-CHI1870-011,CHI1870_011,Halsted and Sixteenth streets viaduct,1870,1871,range,,,,unknown,Halsted and Sixteenth streets,,,,transportation infrastructure,street viaduct,,City of Chicago,,,uncertain,Andreas calls this the first of the notable 1870-71 viaducts. The cited passage does not provide a direct fire-damage statement.,medium,true
CHI-CHI1870-038,CHI1870_038,Hitchcock House,1871,1871,exact,,,,extant,Austin suburb,5704 W. Ohio St.,,,residence,suburban house,Unknown,Charles Hitchcock,Italianate,,outside-city-at-construction,The City records the house as built in 1871 and explicitly notes that Austin was then an independent suburb. Included as a future-city-footprint record; not counted in 1871 municipal Chicago totals.,high,false
CHI-CHI1870-010,CHI1870_010,LaSalle Street Tunnel,1869,1871,exact,,,,altered,LaSalle Street beneath the Chicago River,,,,transportation infrastructure,vehicular and pedestrian tunnel,William Bryson; R. E. Moss; George Chambers; A. J. McBean,City of Chicago,masonry subterranean,,damaged-not-destroyed,Opened July 4 1871; 1890 feet long; cost $566000. The fire warped approach railings and damaged stone coping but did not destroy the tunnel.,high,false
CHI-CHI1870-024,CHI1870_024,Mariners' Chapel auditorium,1863,1871,exact,1871,exact,Great Chicago Fire,destroyed,Michigan Street just east of Market Street,,,,church,mariners' worship and mission,,Seamen's Bethel,,1,destroyed,The building first opened for services April 11 1869; the new 800-seat auditorium was first used and formally dedicated June 25 1871. Enterprise cost was $25000; the fire deprived the congregation of it.,high,false
CHI-CHI1870-028,CHI1870_028,Michigan-avenue Baptist Church,1869,1871,exact,,,,demolished,Michigan Avenue just south of Twenty-third Street,,,,church,Baptist worship,,Michigan-avenue Baptist Church,masonry,,survived,Work began after the February 1869 lot purchase; dedicated January 29 1871. The site was south of the mapped fire footprint.,high,false
CHI-CHI1870-034,CHI1870_034,Our Savior's Norwegian Evangelical Lutheran Church new building,1871,1871,approximate,,,,demolished,Four lots; exact new-site address not stated in cited passage,,,,church,Norwegian Lutheran worship,,Our Savior's Norwegian Evangelical Lutheran Church,,,uncertain,The congregation sold its frame church at West Erie and May and erected a new 1200-seat structure in 1871 for $40000. Address and direct fire fate require church-record verification.,medium,true
CHI-CHI1870-007,CHI1870_007,Parmelee Omnibus and Stage Company stable,1871,1871,exact,1871,exact,Great Chicago Fire,destroyed,Southeast corner Jackson and Franklin streets,,,,stable,omnibus and stage stable,,Parmelee Omnibus and Stage Company,,,destroyed,Just completed at a reported cost of $80000 and scheduled for first occupancy October 11. Andreas identifies it as the first South Side building to ignite at about 11:30 p.m. October 8.,high,false
CHI-CHI1870-035,CHI1870_035,Third Presbyterian Church chapel,1871,1871,approximate,,,,demolished,Washington and Carpenter streets,,,,chapel,Presbyterian Sunday school,,Third Presbyterian Church,,,survived,A new adjoining chapel and remodeling of the church were completed in summer 1871 at about $10000. Later continuous use and the West Side location support survival; a direct fire sentence should still be located.,medium,true
CHI-CHI1870-026,CHI1870_026,Union Park Congregational Church,1869,1871,exact,,,,extant,Ashland Avenue and West Washington Street,60 N. Ashland Ave.,,,church,Congregational worship,Gurdon P. Randall,Union Park Congregational Church,Lake Superior sandstone,,survived,Cornerstone August 7 1869; dedicated November 12 1871 shortly after the fire; seating 2000; cost about $125000. The City identifies it as a surviving 1871 landmark.,high,false
CHI-CHI1870-027,CHI1870_027,University-place Baptist Church chapel,1870,1871,exact,,,,demolished,Thirty-fifth Street at the head of Rhodes Avenue,,,,chapel,Baptist worship,,University-place Baptist Church,brick,,survived,Dedicated June 25 1871; cost $14814 excluding the $11000 lots. Its far South Side location was outside the mapped fire footprint.,high,false
CHI-CHI1870-013,CHI1870_013,West Adams Street viaduct,1870,1871,range,,,,unknown,West Adams Street,,,,transportation infrastructure,street viaduct,,City of Chicago,,,uncertain,Named among the notable viaducts constructed in 1870-71. Exact crossing and fire fate require Board of Public Works report verification.,medium,true
CHI-CHI1870-012,CHI1870_012,West Indiana Street viaduct,1870,1871,range,,,,unknown,West Indiana Street,,,,transportation infrastructure,street viaduct,,City of Chicago,,,uncertain,Named among the notable viaducts constructed in 1870-71. Exact crossing and fire fate require Board of Public Works report verification.,medium,true
CHI-CHI1870-029,CHI1870_029,Indiana-avenue Methodist Episcopal Church new building,1871,1872,exact,,,,demolished,Michigan Avenue; exact lot not stated in cited passage,,,,church,Methodist worship,,Indiana-avenue Methodist Episcopal Church,masonry,,survived-under-construction,Construction began in spring 1871 and was underway during the fire. The congregation occupied the basement in December 1871 and dedicated the completed building February 5 1872.,medium,true
CHI-B1860-055,B1860_055,New U.S. Marine Hospital,1869,1872,exact,,unknown,,demolished/replaced,Lake View on ten-acre lakefront site,Lake View lakefront; exact modern parcel requires review,,,hospital,federal marine hospital,,United States government,Lemont stone; central building and two wings,4 plus basement,survived,"Work began in 1869 and completed 1872 for $452,000; included because construction starts in decade. Site outside fire district.",high,true
CHI-CHI1870-005,CHI1870_005,Palmer House II construction,1871,1873,approximate,,,,demolished,State and Monroe streets,,,,hotel,hotel,,Potter Palmer,masonry,,survived-foundations,A fire witness reported that only the foundations had yet been built when the fire passed. This row represents the construction-stage asset that later became the second Palmer House rather than back-projecting the completed 1873 hotel into 1871.,medium,true
CHI-CHI1870-021,CHI1870_021,Chicago Nursery and Half-Orphan Asylum permanent home,1869,,under-construction,,,,demolished,Fronting North Halsted and Burling streets near Centre Street,,,,institutional building,child care and orphan asylum,,Chicago Nursery and Half-Orphan Asylum,masonry,,survived,Work resumed in summer 1871. At the fire the building lacked doors and heat and was only partly plastered. Children evacuated temporarily; Andreas states the fire stopped two blocks south and they returned the next day.,high,false
CHI-B1830-001,B1830_001,First federal lighthouse tower attempt,1831,,incomplete,1831,exact,Collapsed during construction on October 30,destroyed,North end of Fort Dearborn reservation near river mouth,Near present Michigan Avenue and Wacker Drive,,,lighthouse,navigation aid,Samuel Jackson,United States government,masonry tower; walls reported three feet thick,,not exposed,Verified: Congress appropriated funds in March 1831; a planned 50-foot tower collapsed before completion. This is a distinct construction episode from the operating 1832 lighthouse.,high,false
CHI-CHI1870-003,CHI1870_003,Grand Pacific Hotel I,1869,,under-construction,1871,exact,Great Chicago Fire,destroyed,Block bounded by Clark; Jackson; LaSalle; and Quincy streets,,,,hotel,hotel,W. W. Boyington,Pacific Hotel Company,masonry,6,destroyed,By October 1871 the walls had reached full height and a substantial roof was present. The unfinished hotel was destroyed October 9 leaving a ruin.,high,false
CHI-CHI1870-031,CHI1870_031,St. Patrick's Church 1871 raising and basement,1871,,under-construction,,,,altered,Northwest corner Adams and Desplaines streets,,,,church,Roman Catholic worship,,St. Patrick's parish,raised existing building; new stone basement,,survived-under-construction,Lifecycle record: the church was raised and a stone basement inserted at a cost of $20000. At the fire it stood on lifting screws; work resumed afterward.,high,false
